FCTNO  VLTY  TIME  STRIKE   OPRICE  
 1377  1.80  15.0  125.00   9.4717
 1378  2.00   5.0   75.00  26.9397
 1379  2.00   5.0   76.00  26.1355
 1380  2.00   5.0   77.00  25.3445
 1381  2.00   5.0   78.00  24.5670
 1382  2.00   5.0   79.00  23.8032
 1383  2.00   5.0   80.00  23.0536
 1384  2.00   5.0   81.00  22.3182
 1385  2.00   5.0   82.00  21.5974
 1386  2.00   5.0   83.00  20.8913
 1387  2.00   5.0   84.00  20.2002
 1388  2.00   5.0   85.00  19.5240
 1389  2.00   5.0   86.00  18.8630
 1390  2.00   5.0   87.00  18.2172
 1391  2.00   5.0   88.00  17.5868
 1392  2.00   5.0   89.00  16.9716
 1393  2.00   5.0   90.00  16.3718
 1394  2.00   5.0   91.00  15.7872
 1395  2.00   5.0   92.00  15.2180
 1396  2.00   5.0   93.00  14.6639
 1397  2.00   5.0   94.00  14.1250
 1398  2.00   5.0   95.00  13.6011
 1399  2.00   5.0   96.00  13.0921
 1400  2.00   5.0   97.00  12.5978
 1401  2.00   5.0   98.00  12.1182
 1402  2.00   5.0   99.00  11.6529
 1403  2.00   5.0  100.00  11.2019
 1404  2.00   5.0  101.00  10.7649
 1405  2.00   5.0  102.00  10.3416
 1406  2.00   5.0  103.00   9.9320
 1407  2.00   5.0  104.00   9.5357
 1408  2.00   5.0  105.00   9.1525
 1409  2.00   5.0  106.00   8.7821
 1410  2.00   5.0  107.00   8.4243
 1411  2.00   5.0  108.00   8.0789
 1412  2.00   5.0  109.00   7.7454
 1413  2.00   5.0  110.00   7.4237
 1414  2.00   5.0  111.00   7.1135
 1415  2.00   5.0  112.00   6.8145
 1416  2.00   5.0  113.00   6.5264
 1417  2.00   5.0  114.00   6.2489
 1418  2.00   5.0  115.00   5.9818
 1419  2.00   5.0  116.00   5.7247
 1420  2.00   5.0  117.00   5.4773
 1421  2.00   5.0  118.00   5.2395
 1422  2.00   5.0  119.00   5.0109
 1423  2.00   5.0  120.00   4.7911
 1424  2.00   5.0  121.00   4.5801
 1425  2.00   5.0  122.00   4.3774
 1426  2.00   5.0  123.00   4.1828
 1427  2.00   5.0  124.00   3.9961
 1428  2.00   5.0  125.00   3.8170
 1429  2.00  10.0   75.00  29.6947
 1430  2.00  10.0   76.00  29.0011
 1431  2.00  10.0   77.00  28.3191
 1432  2.00  10.0   78.00  27.6489
 1433  2.00  10.0   79.00  26.9904
 1434  2.00  10.0   80.00  26.3436
 1435  2.00  10.0   81.00  25.7086
 1436  2.00  10.0   82.00  25.0852
 1437  2.00  10.0   83.00  24.4736
 1438  2.00  10.0   84.00  23.8735
 1439  2.00  10.0   85.00  23.2851
 1440  2.00  10.0   86.00  22.7082
 1441  2.00  10.0   87.00  22.1427
 1442  2.00  10.0   88.00  21.5886
 1443  2.00  10.0   89.00  21.0459
 1444  2.00  10.0   90.00  20.5143
 1445  2.00  10.0   91.00  19.9938
 1446  2.00  10.0   92.00  19.4843
 1447  2.00  10.0   93.00  18.9857
 1448  2.00  10.0   94.00  18.4979
 1449  2.00  10.0   95.00  18.0207
 1450  2.00  10.0   96.00  17.5540
 1451  2.00  10.0   97.00  17.0977
 1452  2.00  10.0   98.00  16.6517
 1453  2.00  10.0   99.00  16.2157
 1454  2.00  10.0  100.00  15.7897
 1455  2.00  10.0  101.00  15.3736
 1456  2.00  10.0  102.00  14.9671
 1457  2.00  10.0  103.00  14.5701
 1458  2.00  10.0  104.00  14.1825
 1459  2.00  10.0  105.00  13.8041
 1460  2.00  10.0  106.00  13.4347
 1461  2.00  10.0  107.00  13.0743
 1462  2.00  10.0  108.00  12.7226
 1463  2.00  10.0  109.00  12.3794
 1464  2.00  10.0  110.00  12.0447
 1465  2.00  10.0  111.00  11.7183
 1466  2.00  10.0  112.00  11.4000
 1467  2.00  10.0  113.00  11.0896
 1468  2.00  10.0  114.00  10.7871
 1469  2.00  10.0  115.00  10.4921
 1470  2.00  10.0  116.00  10.2047
 1471  2.00  10.0  117.00   9.9246
 1472  2.00  10.0  118.00   9.6517
 1473  2.00  10.0  119.00   9.3858
 1474  2.00  10.0  120.00   9.1267
 1475  2.00  10.0  121.00   8.8744
 1476  2.00  10.0  122.00   8.6287
 1477  2.00  10.0  123.00   8.3894
 1478  2.00  10.0  124.00   8.1564
 1479  2.00  10.0  125.00   7.9295
 1480  2.00  15.0   75.00  32.1349
 1481  2.00  15.0   76.00  31.5049
 1482  2.00  15.0   77.00  30.8850
 1483  2.00  15.0   78.00  30.2754
 1484  2.00  15.0   79.00  29.6759
 1485  2.00  15.0   80.00  29.0864
 1486  2.00  15.0   81.00  28.5069
 1487  2.00  15.0   82.00  27.9373
 1488  2.00  15.0   83.00  27.3776
 1489  2.00  15.0   84.00  26.8276
 1490  2.00  15.0   85.00  26.2873
 1491  2.00  15.0   86.00  25.7566
 1492  2.00  15.0   87.00  25.2354
 1493  2.00  15.0   88.00  24.7235
 1494  2.00  15.0   89.00  24.2210
 1495  2.00  15.0   90.00  23.7276
 1496  2.00  15.0   91.00  23.2433
 1497  2.00  15.0   92.00  22.7680
 1498  2.00  15.0   93.00  22.3015
 1499  2.00  15.0   94.00  21.8438
 1500  2.00  15.0   95.00  21.3948
 1501  2.00  15.0   96.00  20.9542
 1502  2.00  15.0   97.00  20.5221
 1503  2.00  15.0   98.00  20.0983
 1504  2.00  15.0   99.00  19.6826
 1505  2.00  15.0  100.00  19.2750
 1506  2.00  15.0  101.00  18.8753
 1507  2.00  15.0  102.00  18.4834
 1508  2.00  15.0  103.00  18.0993
 1509  2.00  15.0  104.00  17.7227
 1510  2.00  15.0  105.00  17.3536
 1511  2.00  15.0  106.00  16.9918
 1512  2.00  15.0  107.00  16.6372
 1513  2.00  15.0  108.00  16.2898
 1514  2.00  15.0  109.00  15.9493
 1515  2.00  15.0  110.00  15.6157
 1516  2.00  15.0  111.00  15.2888
 1517  2.00  15.0  112.00  14.9686
 1518  2.00  15.0  113.00  14.6548
 1519  2.00  15.0  114.00  14.3475
 1520  2.00  15.0  115.00  14.0465
 1521  2.00  15.0  116.00  13.7517
 1522  2.00  15.0  117.00  13.4629
 1523  2.00  15.0  118.00  13.1801
 1524  2.00  15.0  119.00  12.9031
 1525  2.00  15.0  120.00  12.6318
 1526  2.00  15.0  121.00  12.3662
 1527  2.00  15.0  122.00  12.1061
 1528  2.00  15.0  123.00  11.8515
 1529  2.00  15.0  124.00  11.6021
 1530  2.00  15.0  125.00  11.3580 
